question,answer
i 'm a huge rolling stones fan . yourself ?,"['i', 'despise', 'makes', 'are', 'comes', 'and', 'every', '.', '.', '.']"
interesting . what about food ? i love mexican food !,"['it', 'likes', 'makes', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i agree . one of the kids is venturing into veganism . you have any ?,"['i', 'draw', 'all', 'for', 'in', 'for', 'for', 'a', 'for', '.']"
"one is doing the vegan , green earth thing . the other one is a jock","['one', ',', 'my', 'i', 'i', 'and', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hey how are you ? i love eating hard boiled eggs,"['formal', 'in', 'makes', 'is', 'is', 'is', 'every', 'in', 'for', 'all']"
i hope they 're all safe,"['i', 'don', 'i', 'to', 'in', 'for', '.', '.', '.', '.']"
"drawing always makes me happy , i hope they can find happiness","['grandma', 'in', 'makes', 'is', 'is', 'is', 'is', 'in', 'in', 'all']"
"drink some tea while drawing , it helps you relax","['it', 's', 'is', 'are', 'is', 'is', 'is', 'in', 'is', '.']"
that sucks . eggs would make it smell bad,"[""i'ven"", 'my', 'i', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
i 'm driven when it comes to mountain biking,"['i', 'notice', 'when', 'for', 'i', 'and', 'every', 'every', 'every', 'fair']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hello , how are you ?","['although', ',', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
"that sounds fun , i am guessing your dogs are really energetic","[""i'ven"", 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
"yeah , i went to six flags , lol , yes , i am a big kid","['although', ',', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
"oh my god , i can not believe you seen my husband","['until', 'is', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
"of course we can share , i meant to say , he is all yours lol","['my', ',', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
"okay , you go girl lol","['someday', ',', 'makes', 'i', 'i', 'me', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"i love pink color folks , that 's why my hair is pink","['i', 'love', 'iced', 'with', 'i', 'and', 'for', 'a', 'or', 'or']"
"my parents spoiled me , because i 'm the youngest of a big family","['my', 'scare', 'i', 'are', 'is', 'is', 'is', 'in', 'is', 'or']"
"my parents always protected me from bees , it cause allergies for me","['my', 'scare', 'i', 'are', 'is', 'is', 'is', 'in', 'is', 'all']"
good to know i 've god too . i love god .,"['regular', 'in', 'my', 'is', 'volley', 'is', 'is', 'every', '.', '.']"
"never heard of the rapper , i live in the upper states .","['i', 'notice', 'makes', 'i', 'i', 'is', 'is', 'in', 'for', 'all']"
"i only believe in the bible god , i am from michigan grand rapids area","['i', 'never', 'during', 'for', 'and', 'for', 'for', 'in', 'or', 'or']"
"not really , what show is that ? please tell me more .","['people', 'rules', 'makes', 'i', 'i', 'and', 'for', 'in', 'or', 'all']"
what state do you live ? are there bees there ?,"['regular', 'makes', 'makes', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi i am steve how are you today,"['someday', ',', 'i', 'i', 'i', 'i', 'in', 'in', '.', '.']"
i am meal prepping for the week,"['i', 'live', 'released', 'in', 'comes', 'and', 'and', '.', '.', '.']"
cafeteria food ewww you never know what they have in that i 'm a health nut,"['rita', 'rules', ',', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
oh wow japan is great i took a trip there on a workout tour,"['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'or']"
i also love to play soccer,"['i', 'watch', 'for', 'for', 'in', 'a', '.', '.', '.', '.']"
i took alot of great pics there and posted them all on instagram,"['i', 'notice', 'about', 'for', 'comes', 'and', 'for', 'a', 'for', 'all']"
how we eat some kale and play a game,"['grandpa', 's', 'is', 'are', 'is', 'for', 'a', 'in', 'in', '.']"
i hope i can play for the us team one day,"['i', 'don', 'i', 'to', 'comes', 'volley', 'for', 'a', 'for', 'for']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"good afternoon , how are you ?","['although', 'and', 'is', 'is', 'volley', 'is', 'every', '.', '.', '.']"
i do when i have time . i build robots for people who compete .,"['i', 'do', 'for', 'to', 'and', 'and', 'a', 'every', '.', '.']"
same here . i stay up late night . you ?,"['until', 'cleats', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
i crash around 230 to 300 . i do n't have much of a social life .,"['i', 'collect', 'about', 'for', 'in', 'for', 'for', 'every', 'every', '.']"
i wish lunch would get here . we ordered chinese food .,"['i', 'don', 'i', 'i', 'is', 'volley', '.', '.', '.', '.']"
i know . its been an hour ! we are starving ! lol,"['i', 'sing', 'in', 'for', 'in', 'for', 'a', 'every', '.', '.']"
a bus card ? what is that ?,"['the', 'rules', 'i', 'i', 'i', 'is', 'in', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hello , how are you doing ?","['although', ',', 'i', 'is', 'is', 'is', 'me', '.', '.', '.']"
"i am doing well . getting ready for work , how about you ?","['i', 'am', 'compromised', 'in', 'in', 'volley', 'for', 'in', 'for', '.']"
"nice ! i 'm an inch shy of being 7 ft , gym equipment is n't made for me .","['regular', 'gaga', ',', 'i', 'i', 'is', 'is', 'all', 'or', 'or']"
"i do n't really have that much time , as i work a lot so i can retire .","['i', 'do', 'in', 'in', 'and', 'and', 'and', 'a', 'or', 'or']"
"i do n't have time for one , i lead a very busy life .","['i', 'do', 'in', 'in', 'are', 'and', 'and', 'a', 'or', 'or']"
"my father lives in hawaii , i am looking to relocate there .","['my', 'mother', 'has', 'are', 'is', 'and', 'in', 'and', 'or', 'or']"
"after i retire , hopefully in eight years or so .","['someday', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
i am pam and i enjoy wearing dark color clothes,"['i', 'live', 'fell', 'in', 'are', 'and', 'for', 'a', 'for', '.']"
"wow , congrats . i 've two part time jobs as a cashier","['its', 'rules', 'makes', 'goes', 'is', 'volley', 'every', '.', '.', '.']"
i do like a lot of none gmo types of food,"['i', 'do', 'for', ',', 'and', 'and', 'a', 'a', 'or', 'or']"
haha same here . i also like red hot chili peppers,"['helping', 'is', 'is', 'i', 'i', 'is', 'is', 'all', '.', '.']"
band . lol i know it can be confusing,"['my', ',', 'makes', 'i', 'i', 'is', 'in', 'all', '.', '.']"
i 've no siblings and i live in apartment,"['i', 'drink', 'when', 'for', 'volley', 'and', 'every', 'every', 'every', '.']"
"no , not near me my family is in vermont i am here in virgina .","['regular', ',', 'i', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
yeah well there is always facetime lol,"['platinum', 'is', 'i', 'i', 'volley', 'is', 'every', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello how are you today ?,"['skincare', ',', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
that sucks . i work from home its more convient for me,"[""i'ven"", 'my', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
so where do you work exactly ?,"['i', 'scare', 'makes', 'is', 'is', 'is', 'me', '.', '.', '.']"
i never been a fan of burger king . i like to eat healthy,"['i', 'can', 'too', 'for', 'comes', 'for', 'me', '.', '.', '.']"
never heard of that type of class,"['i', 'takes', 'makes', 'i', 'i', 'is', 'me', '.', '.', '.']"
is it a really expensive class ?,"['although', 'is', 'my', 'i', 'volley', 'is', 'me', '.', '.', '.']"
is it a group exercise kind of thing ?,"['anyways', 'makes', 'my', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
oh i definitely understand that,"['someday', ',', 'makes', 'i', 'are', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello . i 'm 20 years young . how about you ?,"['winter', 'i', 'my', 'i', 'i', 'i', 'in', '.', '.', '.']"
i love kids . i 've 3 myself .,"['i', 'live', 'in', 'in', 'and', 'and', '.', '.', '.', '.']"
i 'm . i also just got into a new apartment near my new job .,"['i', 'usually', 'are', 'for', 'i', 'and', 'a', 'every', '.', '.']"
thank you . what kind of job do you want ?,"['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
great . that 's very good work to do for others .,"['in', 'scare', 'i', 'i', 'i', 'i', 'in', 'in', 'or', 'all']"
i just got out of college and have an education degree .,"['i', 'have', 'in', 'in', 'comes', 'for', 'for', 'a', 'a', '.']"
it is okay . i 'm still getting used to it .,"['helping', 'is', 'is', 'i', 'i', 'is', 'is', 'all', 'or', 'all']"
i do . there are tons of places to eat around here .,"['i', 'do', 'for', 'in', 'and', 'and', 'a', 'a', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hey there , how are you !","['fajitas', 'is', 'is', 'is', 'is', 'is', 'in', '.', '.', '.']"
"i am well , just making some breakfast . do you have today off ?","['i', 'live', 'in', 'in', 'in', 'local', 'for', 'football', '.', '.']"
that sounds like fun . my mom is a schoolteacher and i help her sometimes,"[""i'ven"", 'scare', 'my', 'is', '.', '.', '.', '.', '.', '.']"
"i surf sometimes , and i like listening to country music .","['i', 'own', 'like', 'for', 'in', 'for', 'for', 'a', 'for', '.']"
any particular artists you like ?,"['although', 'cleats', 'makes', 'i', 'is', 'is', '.', '.', '.', '.']"
"i like more of the old school artists , dolly parton , johnny cash","['i', 'like', 's', 'makes', 'are', 'and', 'is', 'in', 'all', 'or']"
better than some of the current ones .,"['one', 'gaga', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
yeah . do you like to do any physical activity ?,"['i', 'scare', 'my', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hello , how are you today ?","['although', ',', 'i', 'is', 'is', 'is', 'me', '.', '.', '.']"
"i am in school , taking lots of classes this semester","['i', 'live', 'in', 'in', 'in', 'and', 'for', 'a', 'for', 'or']"
i grew up in ny . my parents both immigrated from europe,"['i', 'grew', 'in', 'in', 'are', 'first', 'for', 'in', '.', '.']"
business . what did you study ?,"['mo', 'likes', 'makes', 'i', 'i', 'is', 'in', '.', '.', '.']"
"yes i do , it helps out","['my', ',', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
the bronx . what about you ?,"['in', 'cleats', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
"no . been to rochester for a few shows , nice city","['my', 'i', 'i', 'i', 'i', 'i', 'in', 'in', 'or', 'all']"
"no i did n't , no time for that","['although', ',', 'i', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi how are you today,"['someday', ',', 'makes', 'is', 'are', '.', '.', '.', '.', '.']"
i 'm good do you work,"['i', 'notice', 'makes', 'for', 'i', 'and', 'every', '.', '.', '.']"
you should cure sleepy heads,"['relly', ',', ',', 'is', 'volley', '.', '.', '.', '.', '.']"
give me some of that everyone is sick,"['until', 'makes', 'i', 'i', 'i', 'is', 'is', 'all', '.', '.']"
what movies do you like,"['although', ',', 'i', 'is', '.', '.', '.', '.', '.', '.']"
mine is django unchained it rules,"['upright', ',', ',', 'is', 'volley', 'is', '.', '.', '.', '.']"
its a quintes tarantino movie . has jamie fox in it,"['people', 'rules', 'makes', 'is', 'is', '.', '.', '.', '.', 'in']"
that does n't seem very safe,"['someday', 'scare', 'makes', 'i', 'i', 'volley', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello . hoe are you doing today ?,"['someday', 'makes', 'my', 'i', 'i', 'is', 'in', 'all', '.', '.']"
sounds nice . i 'm munching on hummus and pita bread which i love .,"['my', 'is', 'is', 'i', 'i', 'is', 'is', 'all', 'or', 'or']"
i am happy to share ! are you a parent ?,"['i', 'live', 'like', 'in', 'are', 'and', 'for', 'a', 'or', 'or']"
i 'm a mom of three kids and might become a mom again next year .,"['i', 'notice', 'are', 'are', 'comes', 'and', 'for', 'a', 'or', 'or']"
i understand . i have to go to work early each day to work as a nurse .,"['i', 'sing', 'like', 'for', 'for', 'and', 'for', 'a', 'for', 'all']"
i 'm a nurse which can be challenging as i have a bipolar problem .,"['i', 'notice', 'are', 'are', 'comes', 'and', 'for', 'a', 'for', 'or']"
"it does , but it is worth it to help people . what do you design ?","['the', 'rules', ',', 'i', 'is', 'and', 'in', 'in', 'or', 'all']"
oh no ! did anyone find him ?,"['although', ',', 'i', 'is', 'is', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hey , i 'm permitting , what are you up to ?","['although', 'is', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
how many kids do you have ?,"['regular', 's', 'makes', 'is', 'is', 'is', 'every', '.', '.', '.']"
i 'm watching a lady bichon frise at the moment .,"['i', 'notice', 'makes', 'i', 'comes', 'and', 'for', 'rise', 'for', 'fair']"
"i am usually reading , my favorite book is the tale of genii . you ?","['i', 'am', 'compromised', 'and', 'in', 'and', 'for', 'a', 'and', 'or']"
what kind of crafts do you do ?,"['although', 'is', 'is', 'i', 'and', 'is', 'is', '.', '.', '.']"
what s your favorite movie ?,"['anyways', 'is', 'makes', 'i', 'is', 'is', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
how is your evening going ?,"['relly', ',', 'i', 'is', 'volley', 'ball', '.', '.', '.', '.']"
"lol , i 'm doing well , and you ?","['under', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
"had today off , police officer , next shift begins at 6 a tomorrow","['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
"used to drink coffee , now i just pound a liter of cold water","['summer', 'is', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
when i can i like to dive scuba,"['my', ',', 'i', 'i', 'comes', 'is', 'is', 'all', '.', '.']"
"chocolate is the best , especially the good milky stuff","['whittling', 'is', 'is', 'is', 'is', 'is', 'is', 'in', 'is', 'all']"
i 'm partial to a good old hershey kiss,"['i', 'help', 'more', 'for', 'comes', 'and', 'for', 'a', 'for', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello my name is jakob how are you,"['regular', 'a', ',', 'i', 'is', 'is', 'is', 'in', '.', '.']"
i just returned from a trip had to clear my head after my breakup,"['i', 'have', 'for', 'in', 'has', 'for', 'for', 'a', 'or', 'or']"
well if she likes pizza we could probably grab a bite,"['its', 'rules', 'i', 'i', 'volley', 'i', 'in', 'in', 'or', 'all']"
nice where you from ? i work with bitcoins,"['regular', 'is', 'makes', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
nice i been there . . almost took an engineer gig there,"['someday', ',', 'is', '.', '.', '.', '.', '.', 'last', '.']"
yes it is just wish they had more salsa clubs up there dancing is my thing,"['ocd', 'a', ',', 'i', 'i', 'and', 'for', 'in', 'or', 'or']"
"books , movies , concerts , nothing extreme but i have sky dived before","['until', 'my', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello how are you today ?,"['skincare', ',', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
you know just living the life in texas,"['although', ',', 'i', 'i', 'i', 'is', 'is', 'in', '.', '.']"
that sounds like fun i work in pt,"['someday', 'scare', 'i', 'i', 'i', 'is', 'in', 'in', '.', '.']"
i think both my cats hate me,"['i', 'd', 'that', 'to', 'is', 'and', '.', '.', '.', '.']"
i also have 3 of those,"['i', 'make', 'in', 'for', 'a', 'volley', '.', '.', '.', '.']"
that 's why they call me john,"['someday', 'scare', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
like hot dogs ? i like hot dogs,"['winter', 'makes', 'my', 'i', 'i', 'is', 'in', '.', '.', '.']"
it is great you get a long,"['and', 'is', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"good afternoon , how are you ?","['although', 'and', 'is', 'is', 'volley', 'is', 'every', '.', '.', '.']"
i 'd be better if my little sister stopped barging into my room .,"['i', 'don', 'fell', 'to', 'comes', 'volley', 'for', 'touches', 'for', 'for']"
"oh wow , do you have other family near to you ?","['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i 've a dog ! she 's a golden retriever named bella .,"['i', 'notice', 'are', 'for', 'volley', 'and', 'for', 'every', 'for', 'all']"
sis just came in again . i just want to finish my math homework !,"['rita', 'rules', ',', 'i', 'i', 'is', 'for', 'all', 'hot', '.']"
that is a great idea ! i wonder if she would love math like i do ?,"[""i'ven"", 'in', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
i 'm glad i do not need to worry about that yet .,"['i', 'once', 'makes', 'are', 'comes', 'and', 'for', 'rise', 'for', 'for']"
what else are you into ?,"['regular', 'is', 'i', 'is', 'is', 'every', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi there . tell me about yourself,"['someday', 'cleats', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
